total_loss,sup_loss,unsup_loss,val_acc,test_acc,mask_ratio,lr
3.6330249309539795,3.5299224158128104,0.10310242801400211,41.0,41.9,0.23995535714285715,0.029992598405485973
1.206927130619685,1.2032681902249653,0.0036589420030092392,43.666666666666664,45.833333333333336,0.012648809523809524,0.029970400926424074
1.212971717119217,1.2092364231745403,0.003735290937280903,46.666666666666664,45.56666666666667,0.018973214285714284,0.029933429469046202
1.109629695614179,1.1062704076369603,0.003359276791646456,44.333333333333336,47.9,0.018229166666666668,0.029881720519717173
1.1163154989480972,1.1125405728816986,0.0037749186837269613,51.666666666666664,51.1,0.021763392857142856,0.02981532510892707
1.0044997185468674,0.999989852309227,0.004509858443877117,51.0,53.46666666666667,0.019717261904761904,0.029734308760930334
0.8649390538533529,0.8586911658445994,0.006247882553301072,51.666666666666664,49.46666666666667,0.017857142857142856,0.029638751429081213
0.9112781832615534,0.9047438402970632,0.00653435063334958,51.0,55.63333333333333,0.020647321428571428,0.029528747416929468
0.8640507310628891,0.855996256073316,0.00805447490468699,53.0,52.6,0.01878720238095238,0.02940440528515415
0.7950266698996226,0.7807832211256027,0.01424345187842846,52.0,52.93333333333333,0.030133928571428572,0.029265847744427306
0.8534603317578634,0.8421159237623215,0.01134440729704996,54.0,54.733333333333334,0.02734375,0.029113211534313385
0.7771484156449636,0.7615488668282827,0.015599542811590558,53.666666666666664,53.233333333333334,0.041666666666666664,0.028946647288323774
0.7517255246639252,0.7266036917765936,0.02512183296494186,53.333333333333336,53.333333333333336,0.06194196428571429,0.02876631938525972
0.7269028872251511,0.7106267362833023,0.016276140231639147,55.333333333333336,49.0,0.05431547619047619,0.028572405786990298
0.7231767922639847,0.6723433832327524,0.05083340546116233,54.666666666666664,53.2,0.10807291666666667,0.02836509786282552
0.6523259182771047,0.625067725777626,0.02725818861896793,58.666666666666664,56.06666666666667,0.08258928571428571,0.028144600200657958
0.663550299902757,0.6243149985869726,0.03923530566195647,58.0,52.9,0.1091889880952381,0.027911130405059163
0.5892752557992935,0.5284767498572668,0.060798506097247206,57.666666666666664,55.266666666666666,0.16015625,0.027664918882530233
0.5585497493545214,0.4637349471449852,0.09481480438262224,56.0,54.03333333333333,0.19215029761904762,0.027406208614118435
0.6457951068878174,0.5634831090768179,0.08231199998408556,57.666666666666664,55.56666666666667,0.20126488095238096,0.02713525491562422
0.466566043595473,0.3937868649760882,0.07277917458365361,58.333333333333336,54.9,0.19029017857142858,0.02685232518563536
0.4889054025212924,0.390133049339056,0.09877235752840836,56.0,52.96666666666667,0.25390625,0.026557698641636845
0.5337612157066663,0.422175166507562,0.11158604236940543,55.666666666666664,53.43333333333333,0.25948660714285715,0.0262516660444569
0.46191204090913135,0.36489493275682133,0.09701710970451434,57.666666666666664,55.833333333333336,0.23139880952380953,0.02593452941132118
0.3843148971597354,0.2590971651176612,0.1252177326629559,56.333333333333336,54.7,0.29724702380952384,0.025606601717798216
0.46587682018677395,0.3004468387613694,0.16542998080452284,62.0,56.166666666666664,0.32068452380952384,0.025268206588930336
0.3416927953561147,0.21381239468852678,0.12788039818406105,58.666666666666664,57.4,0.30970982142857145,0.024919677979854785
0.43127743154764175,0.2517414626975854,0.1795359719544649,59.0,56.4,0.36886160714285715,0.024561359846230355
0.3208092749118805,0.163752236093084,0.1570570363352696,60.0,55.266666666666666,0.37202380952380953,0.024193605804794658
0.43369898200035095,0.24569118271271387,0.1880078005294005,57.333333333333336,55.2,0.3919270833333333,0.023816778784387108
0.3926212464769681,0.24624898408850035,0.14637226425111294,58.333333333333336,57.36666666666667,0.3742559523809524,0.02343125066778197
0.31041985377669334,0.14714210542539755,0.16327774710953236,61.333333333333336,57.8,0.38839285714285715,0.023037401924684956
0.2912887285153071,0.11494645352164905,0.17634227561453977,58.666666666666664,56.46666666666667,0.4192708333333333,0.02263562123625558
0.2810210548341274,0.10284169235577185,0.17817936465144157,60.0,57.06666666666667,0.4330357142857143,0.02222630511152574
0.28456225494543713,0.09131771822770436,0.1932445392012596,58.666666666666664,57.63333333333333,0.45610119047619047,0.02180985749609321
0.25640032812952995,0.09014845080673695,0.1662518804272016,61.333333333333336,58.06666666666667,0.41183035714285715,0.021386689373476098
0.22303491458296776,0.048115062061697245,0.17491985112428665,61.666666666666664,58.0,0.44252232142857145,0.020957218359521718
0.2750704449911912,0.09143330808728933,0.18363713597257933,58.666666666666664,57.43333333333333,0.44828869047619047,0.02052186829027018
0.2047317810356617,0.0364974617647628,0.16823431849479675,62.333333333333336,58.166666666666664,0.44419642857142855,0.02008106880367938
0.22998589525620142,0.06396715824181835,0.16601873996357122,65.66666666666667,59.06666666666667,0.44921875,0.01963525491562422
0.21858072156707445,0.04863905177141229,0.16994166746735573,61.0,58.06666666666667,0.45907738095238093,0.019184866590588448
0.23149777576327324,0.06008779055749377,0.17140998567144075,56.0,56.03333333333333,0.4685639880952381,0.018730348307472826
0.21533560877044997,0.04294485521192352,0.17239075091977915,62.0,57.9,0.47414434523809523,0.018272148620948146
0.22275870417555174,0.04648589172090093,0.1762728150933981,64.66666666666667,58.666666666666664,0.49181547619047616,0.017810719718785877
0.19999759271740913,0.03147915401495993,0.16851843893527985,60.666666666666664,59.233333333333334,0.49832589285714285,0.01734651697560347
0.19120210905869803,0.027798763243481517,0.163403349618117,60.0,57.9,0.48735119047619047,0.016879998503464572
0.21019139885902405,0.03969382063951343,0.1704975770165523,59.666666666666664,56.833333333333336,0.5217633928571429,0.016411624699777718
0.2198545734087626,0.06879343286467095,0.15106114248434702,60.333333333333336,58.733333333333334,0.4802827380952381,0.015941857792939707
0.1859403351942698,0.034213016740977764,0.1517273187637329,62.333333333333336,58.8,0.47749255952380953,0.01547116138617193
0.23347770422697067,0.05151819468786319,0.1819595086077849,62.333333333333336,57.8,0.4986979166666667,0.015000000000000005
0.179421945164601,0.04162785302226742,0.13779409229755402,62.0,59.8,0.4830729166666667,0.014528838613828081
0.1897044231494268,0.01993200396342824,0.16977241883675256,60.666666666666664,59.266666666666666,0.49051339285714285,0.014058142207060304
0.15904299293955168,0.01589755752744774,0.14314543517927328,61.333333333333336,59.333333333333336,0.47767857142857145,0.013588375300222288
0.1796266883611679,0.016269206263435382,0.16335748384396234,62.333333333333336,60.7,0.5109747023809523,0.01312000149653544
0.17855077609419823,0.01856436529972901,0.15998641029000282,64.33333333333333,60.5,0.5225074404761905,0.012653483024396539
0.1894009200235208,0.03345738941182693,0.155943530301253,61.0,61.53333333333333,0.5122767857142857,0.012189280281214132
0.17665687203407288,0.020855581543097895,0.15580129126707712,64.33333333333333,59.03333333333333,0.5308779761904762,0.011727851379051867
0.18243815936148167,0.029820526639620464,0.15261763210097948,64.66666666666667,60.36666666666667,0.5167410714285714,0.011269651692527178
0.19678793475031853,0.034817322778205075,0.16197061104079089,59.333333333333336,59.4,0.5310639880952381,0.010815133409411563
0.17892477785547575,0.03711121645756066,0.14181356132030487,64.66666666666667,60.93333333333333,0.5172991071428571,0.010364745084375794
0.1828142193456491,0.030495161850315828,0.1523190581550201,62.0,60.63333333333333,0.5213913690476191,0.00991893119632063
0.17255172257622084,0.018883639442113537,0.15366808138787746,62.666666666666664,60.46666666666667,0.5264136904761905,0.009478131709729836
0.16236195340752602,0.01895115353787939,0.14341079878310362,63.666666666666664,61.03333333333333,0.5052083333333334,0.00904278164047829
0.18333707377314568,0.012381842185277492,0.1709552307923635,59.0,60.166666666666664,0.5533854166666666,0.00861331062652391
0.15962180557350317,0.010414456327756247,0.14920734986662865,59.333333333333336,60.96666666666667,0.5305059523809523,0.0081901425039068
0.14760668389499187,0.0090438203769736,0.13856286431352297,63.666666666666664,60.06666666666667,0.51953125,0.007773694888474269
0.14963820949196815,0.013137276944083473,0.13650093413889408,65.66666666666667,61.46666666666667,0.5355282738095238,0.007364378763744431
0.1625771721204122,0.010300706431735307,0.15227646691103777,62.333333333333336,61.36666666666667,0.5602678571428571,0.006962598075315048
0.1532614522924026,0.009052921726834029,0.14420853306849798,61.0,62.333333333333336,0.5636160714285714,0.006568749332218041
0.1551284808665514,0.012160714094837507,0.14296776615083218,60.666666666666664,61.56666666666667,0.5559895833333334,0.006183221215612906
0.16013257702191672,0.009865468930608282,0.1502671092748642,62.666666666666664,61.6,0.5498511904761905,0.005806394195205352
0.15328368172049522,0.008915073315923413,0.14436860692997774,63.333333333333336,61.86666666666667,0.5623139880952381,0.005438640153769655
0.14792167333265147,0.008484518252468357,0.13943715455631414,64.66666666666667,61.43333333333333,0.5649181547619048,0.005080322020145226
0.16793997523685297,0.010187765602798512,0.15775220654904842,61.333333333333336,61.93333333333333,0.5690104166666666,0.00473179341106967
0.15525623286763826,0.01019096679131811,0.14506526725987592,60.333333333333336,60.96666666666667,0.5591517857142857,0.0043933982822017895
0.14875026109317938,0.009826154079443464,0.13892410757640997,63.333333333333336,61.93333333333333,0.5630580357142857,0.004065470588678831
0.14558958386381468,0.008792755659669638,0.1367968296011289,61.666666666666664,63.13333333333333,0.5548735119047619,0.003748333955543107
0.16308329378565153,0.007887274007468173,0.1551960203796625,62.666666666666664,62.46666666666667,0.5660342261904762,0.003442301358363164
0.13803420588374138,0.008176165050826967,0.12985804180304208,61.333333333333336,62.9,0.5559895833333334,0.0031476748143646448
0.13456923390428224,0.006059999209052573,0.12850923339525858,63.0,63.06666666666667,0.5630580357142857,0.0028647450843757908
